,Practice_Code,BNF_Code,BNF_Description,Items,Quantity,ADQ_Usage
2193,P92019,0408010C0BBADAP,Tegretol_Liq 100mg/5ml S/F,1,2700,67.5
2194,G83033,0408010C0BFACAB,Carbagen_Tab 100mg,1,252,31.5
2195,E81015,0408010D0BBADAE,Trileptal_Oral Susp 60mg/1ml,1,250,20.0
2196,P92019,0408010H0BBACAC,Lamictal_Tab 25mg,1,28,3.5
2197,G83053,0408010I0AAAAAA,Ethosuximide_Cap 250mg,1,112,28.0
2198,F81618,0408010N0AACNCN,Phenobarb_Liq Spec 100mg/5ml,1,70,15.55555
2199,D81624,0408010N0AACYCY,Phenobarb_Liq Spec 20mg/5ml,2,150,13.33333
2200,D81007,0408010N0AADADA,Phenobarb_Liq Spec 150mg/5ml,1,35,11.66666
2201,J82220,0408010N0AADIDI,Phenobarb_Liq Spec 250mg/5ml,1,500,277.77777
2202,P92642,0408010Q0AAAGAG,Phenytoin_Sod Tab 100mg,1,112,37.33333
2203,B83037,0408010Q0BBACAD,Epanutin_Cap 25mg,1,28,2.33333
2204,L81083,0408010W0AABYBY,Sod Valpr_Gran Sach 750mg M/R S/F,1,30,18.75
2205,P92016,0408010W0BBALA2,Epilim Chrono 500_Tab 500mg C/R,8,4,13.33333
2206,L81010,0408010W0BBARBY,Epilim Chronosphere_Gran Sach 750mg M/R,1,60,37.5
2207,Y06007,0408010X0AAATAT,Vigabatrin_Liq Spec 250mg/5ml,5,80,10.0
2208,C86003,0408010X0BBAAAA,Sabril_Tab 500mg,1,112,28.0
2209,J82009,0408010Z0AAAAAA,Phenytoin_Oral Susp 30mg/5ml,1,700,93.33333
2210,L81122,0408010Z0BBAAAA,Epanutin_Susp 30mg/5ml,1,1500,199.99999
2211,P92642,0409010H0AAACAC,Ropinirole HCl_Tab 2mg,1,7,2.33333
2212,P92626,0409010H0AAAMAM,Ropinirole HCl_Tab 8mg M/R,1,56,74.66666
2213,L81037,0409010N0AAAAAA,Co-Careldopa_Tab 10mg/100mg,2,280,186.66666
2214,P92028,0409010N0AAAEAE,Co-Careldopa_Tab 50mg/200mg M/R,2,28,28.0
2215,J83064,0409010T0AAALAL,Selegiline HCl_Oral Soln 10mg/5ml,1,90,18.0
2216,E81014,0409010X0BCAGAD,Sastravi_Tab 200mg/50mg/200mg,1,150,37.5
2217,F81713,0409020C0BCAAAC,Broflex_Syr 5mg/5ml,1,800,200.0
2218,J81054,0411000D0AAAIAI,Donepezil HCl_Orodisper Tab 10mg,1,28,37.33333
2219,P92651,0411000E0AAAEAE,Rivastigmine_Oral Soln 2mg/1ml S/F,1,120,39.99999
2220,J81028,0411000F0BIACAG,Galzemic XL_Cap 24mg,2,28,84.0
2221,A86010,0411000F0BJAAAE,Luventa XL_Cap 8mg,2,28,28.0
2222,L81027,0411000F0BKACAG,Gazylan XL_Cap 24mg,4,7,42.0
2223,C83071,0411000F0BLABAF,Consion XL_Cap 16mg,1,28,28.0
2224,P92017,0501013B0AAATAT,Amoxicillin_Oral Susp 250mg/5ml S/F,6,100,39.99999
2225,F81029,0501013E0BEAAAA,Penbritin_Cap 250mg,1,28,7.0
2226,G83010,0501021A0AAAAAA,Cefaclor_Cap 250mg,1,28,9.33333
2227,P92634,0501021A0AAAJAJ,Cefaclor_Oral Susp 125mg/5ml S/F,1,200,6.66666
2228,C84009,0501021A0BBACAC,Distaclor_Gran For Susp 250mg/5ml,1,200,13.33333
2229,K84041,0501021M0AAAAAA,Cefradine_Cap 250mg,1,30,7.5
2230,D81031,0501030P0BDABAE,Aknemin_Cap 100mg,1,28,28.0
2231,H82035,0501050C0AAABAB,Erythromycin_Tab E/C 250mg,2,112,56.0
2232,P92634,0501050H0AAAEAE,Erythromycin_Ethylsuc Tab 500mg,1,28,14.0
2233,Y01068,0501060D0AAANAN,Clindamycin HCl_Oral Susp 75mg/5ml,1,100,2.5
2234,D81064,0501070F0AAAAAA,Chloramphen_Cap 250mg,1,60,4.99999
2235,N81060,0501070U0AAAAAA,Vancomycin HCl_Cap 125mg,1,56,14.0
2236,P92024,0501080W0AAAEAE,Trimethoprim_Tab 200mg,1,56,28.0
2237,H82095,0501090Q0AAABAB,Rifabutin_Cap 150mg,1,180,90.0
2238,M85051,0501120L0BBADAJ,Ciproxin_Tab 750mg,1,14,14.0
2239,G83052,0502010B0AAAAAA,Fluconazole_Cap 50mg,2,14,7.0
2240,J81067,0502010C0BBABAA,Sporanox-Pulse_Cap 100mg,1,42,21.0
2241,F81006,0502050B0AACUCU,Griseofulvin_Oral Susp 125mg/5ml,1,100,5.0
2242,F86006,0502050C0AAAFAF,Terbinafine HCl_Oral Susp 250mg/5ml,1,70,14.0
2243,K82076,0503031B0BBABAB,Baraclude_Tab 1mg,1,30,60.0
2244,C81034,0601021M0BIAAAR,Zicron_Tab 40mg,1,56,14.0
2245,E81038,0601021M0BMABAT,Vamju_Tab 60mg M/R,1,28,10.5
2246,M84029,0601022B0AAAIAI,Metformin HCl_Liq Spec 500mg/5ml,1,500,33.33333
2247,L82003,0601022B0BJADAS,Metabet SR_Tab 500mg (Actavis),2,28,18.66666
2248,L82045,0601022B0BKABAT,Glucient SR_Tab 750mg,1,28,14.0
2249,C83009,0601022B0BPAAAS,Yaltormin SR_Tab 500mg,1,56,18.66666
2250,P92029,0601023ABBBAAAA,Victoza_Inj 6mg/ml 3ml PF Pen,2,3,90.0
2251,D81622,0601023B0BBABAB,Actos_Tab 30mg,1,28,28.0
2252,G82809,0602010M0AAAUAU,Liothyronine Sod_Cap 10mcg,1,28,7.0
2253,H84017,0602010V0AAAGAG,Levothyrox Sod_Cap 25mcg,1,84,21.0
2254,P92034,0602010V0AABZBZ,Levothyrox Sod_Tab 100mcg,1,84,84.0
2255,P92033,0602020D0AAABAB,Carbimazole_Tab 20mg,1,100,133.33333
2256,P92623,0602020D0AAAZAZ,Carbimazole_Tab 15mg,1,28,28.0
2257,L81053,0606020R0AAABAB,Risedronate Sod_Tab 30mg,1,56,336.0
2258,N83015,0606020R0BBABAB,Actonel_Tab 30mg,1,28,168.0
2259,M86003,0606020W0BEAAAD,Quodixor_Tab 150mg,2,1,60.0
2260,P92016,1001010AAAAABAB,Meloxicam_Tab 15mg,9,1,18.0
2261,J81017,1001010AEBBAAAA,Keral_Tab 25mg,1,50,25.0
2262,P92012,1001010AJBBACAC,Arcoxia_Tab 120mg,1,7,14.0
2263,C85003,1001010APBCAAAA,Nurofen Joint&Back Pain Relief_Tab 256mg,1,48,7.99999
2264,P92005,1001010C0AAARAR,Diclofenac Sod_Cap E/C 25mg/50mg M/R,1,56,42.0
2265,P92003,1001010C0AAATAT,Diclofenac Sod_Suppos 25mg,1,10,2.5
2266,B87013,1001010C0CIAAAL,Defanac SR_Tab 75mg,1,56,42.0
2267,E81047,1001010C0CJADAF,Fenactol Ret_Tab 100mg,2,56,112.0
2268,10A998,1001010J0AABHBH,Ibuprofen_Oral Susp 100mg/5ml S/F,1,100,1.66666
2269,E82085,1001010J0B4AKAY,Nurofen Plus_Tab,1,100,25.0
2270,G83047,1001010J0B4ANAB,Nurofen Back Pain SR_Cap 300mg,1,96,24.0
2271,A84024,1001010J0BCABAE,Brufen_Tab 400mg,1,60,19.99999
2272,C81056,1001010J0CJADAD,Anadin Joint Pain_Tab 200mg,1,56,9.33333
2273,P92008,1001010K0AAAAAA,Indometacin_Cap 25mg,1,56,14.0
2274,J82029,1001010K0BXAAAD,Berlind 75 Ret_Cap 75mg,1,100,75.0
2275,F81055,1202010M0AAADAD,Fluticasone Prop_Nsl Spy 50mcg (60 D),1,1,0.025
2276,C82084,0102000ACAAAZAZ,Atrop Sulf_Liq Spec 250mcg/5ml,1,50,2.08333
2277,B87009,0102000K0BBAAAA,Kolanticon_Gel S/F,1,200,5.0
2278,C84013,0102000P0AAAAAA,Mebeverine HCl_Oral Susp 50mg/5ml S/F,1,300,7.4074
2279,N85020,0103010D0BBAAAA,Tagamet_Tab 200mg,1,28,7.0
2280,D81637,0103010D0BBADAD,Tagamet_Syr 200mg/5ml,1,600,30.0
2281,H81095,0103010T0AABQBQ,Ranitidine HCl_Oral Soln 5mg/5ml,1,100,0.33333
2282,G82820,0103020P0AAAAAA,Pirenzepine_Tab 50mg,6,7,21.0
2283,P92021,0103050E0AAABAB,Esomeprazole_Tab E/C 40mg,3,56,336.0
2284,P92023,0103050E0AAAGAG,Esomeprazole_Cap E/C 40mg,1,28,56.0
2285,P92020,0103050P0AAAAAA,Omeprazole_Cap E/C 20mg,9,7,63.0
2286,G83002,0103050P0AAASAS,Omeprazole_Liq Spec 4mg/5ml,2,70,5.6
2287,P92017,0103050P0BBADAM,Losec MUPS_Tab Disper 10mg (E/C Pellets),1,28,14.0
2288,P92642,0104020L0AAABAB,Loperamide HCl_Oral Soln 1mg/5ml S/F,2,200,10.0
2289,J82060,0105010B0AAAAAA,Mesalazine_Tab E/C 400mg,1,120,30.0
2290,C84001,0105010B0AAAHAH,Mesalazine_Tab G/R 250mg,1,336,52.5
2291,A81058,0105010B0AAAVAV,Mesalazine_Liq Spec 500mg/5ml,1,300,18.75
2292,J81036,0105010B0AAAXAX,Mesalazine_Gran Sach G/R 1g M/R S/F,1,224,140.0
2293,L82015,0105010B0BBAFAS,Asacol_MR Tab E/C 800mg,1,168,84.0
2294,P92005,0105010B0BDAKAZ,Salofalk_Gran Sach G/R 3g M/R,2,60,225.0
2295,P92019,0106010E0BBABAH,Fybogel_Gran Sach 3.5g Orange G/F S/F,4,30,60.0
2296,P92021,0106010N0BBABAD,Normacol_Gran 62% Sach 7g,1,60,26.04
2297,B84004,0106020C0AAAXAX,Bisacodyl_Enem 10mg/30ml,1,30,0.99999
2298,E81009,0106020I0AAAJAJ,Docusate Sod_Enem 120mg/10g,1,6,6.0
2299,P92633,0106020I0BBAGAK,Dioctyl_Cap 100mg,1,90,45.0
2300,D81602,0106020I0BFABAH,Docusol_Paed Soln 12.5mg/5ml S/F,1,125,1.5625
2301,M85634,0106020M0BFAAAJ,Manevac_Gran,3,400,150.0
2302,A81019,0106020P0BDACAB,Dulcolax Pico_Liq 5mg/5ml S/F,2,300,60.0
2303,G83033,0106040M0BBAIAB,Movicol Plain_Paed Pdr Sach 6.9g,2,60,60.0
2304,J81017,0106040R0BBAAAF,Micralax_Micro-Enem 5ml,2,12,24.0
2305,D81043,0202010V0BEAAAN,Zaroxolyn_Tab 2.5mg,2,28,28.0
2306,M92627,0202010Y0BBAAAA,Diurexan_Tab 20mg,1,28,28.0
2307,D82049,0202030C0AAACAC,Amiloride HCl_Tab 5mg,3,14,21.0
2308,L81655,0202040G0AAAAAA,Co-Flumactone_Tab 25mg/25mg,3,30,45.0
2309,G82206,0202040H0AAAAAA,Co-Triamterzide_Tab 50mg/25mg,1,28,28.0
2310,L81094,0202040V0AAAAAA,Triamterene/Chlortalidone_Tab 50mg/50mg,1,56,56.0
2311,K83069,0203020D0AAAAAA,Amiodarone HCl_Tab 100mg,2,28,28.0
2312,P92015,0203020D0AAABAB,Amiodarone HCl_Tab 200mg,1,28,28.0
2313,G83004,0203020G0BDABAC,Rythmodan Ret_Tab 250mg,1,60,37.5
2314,C82039,0203020I0AABABA,Flecainide Acet_Liq Spec 30mg/5ml,1,600,18.0
2315,P92023,020400040BBAAAA,Tenoret_Tab 50mg/12.5mg,1,28,28.0
2316,P92621,020400060AAABAB,Celiprolol HCl_Tab 400mg,1,56,112.0
2317,L81036,020400060BBAAAA,Celectol_Tab 200mg,1,56,56.0
2318,P92020,0204000ABAAABAB,Nebivolol_Tab 2.5mg,2,28,28.0
2319,P92019,0204000H0AAAMAM,Bisoprolol Fumar_Tab 1.25mg,1,84,10.5
2320,Y01068,0204000H0AABIBI,Bisoprolol Fumar_Oral Susp 1.25mg/5ml,1,150,3.75
2321,E82038,0204000K0AAABAB,Metoprolol Tart_Tab 50mg,1,56,18.66666
2322,A89020,0204000K0AAATAT,Metoprolol Tart_Oral Susp 50mg/5ml,1,100,6.66666
2323,E83003,0204000M0AAAGAG,Nadolol_Oral Soln 20mg/5ml,1,100,3.33333
2324,D82624,0204000R0BNADAA,Half Beta-Prograne MR_Cap 80mg (Teva),3,28,55.99999
2325,F81149,0204000R0BVABCX,Syprol_Oral Soln 10mg/5ml S/F,1,500,8.33333
2326,A89009,0205010J0AAA4A4,Hydralazine HCl_Liq Spec 50mg/5ml,1,450,45.0
2327,K84065,0205020E0BBAAAC,Catapres_Tab 0.1mg,1,100,22.22222
2328,L81069,0205040D0BDACAC,Doxadura_Tab 4mg,1,28,28.0
2329,C81007,0205040D0BKAAAQ,Raporsin XL_Tab 4mg,1,84,84.0
2330,P92016,0205040S0AAACAC,Prazosin HCl_Tab 1mg,1,136,27.2
2331,C84001,0205040V0AAADAD,Terazosin HCl_Tab 10mg,1,28,56.0
2332,P92017,0205051F0AAAEAE,Captopril_Tab 25mg,1,56,28.0
2333,P92021,0205051H0BBAAAA,Innozide_Tab,1,56,56.0
2334,M83048,0205051I0AABYBY,Enalapril Mal_Oral Soln 5mg/5ml,1,150,15.0
2335,C83042,0205051I0BBAAAA,Innovace_Tab 2.5mg,1,28,7.0
2336,P92653,0205051K0AAAAAA,Lisinopril/Hydchloroth_Tab 20mg/12.5mg,1,56,56.0
2337,P92017,0205051K0AAABAB,Lisinopril/Hydchloroth_Tab 10mg/12.5mg,4,28,112.0
2338,G82232,0205051R0AAAAAA,Ramipril_Cap 1.25mg,1,112,28.0
2339,P92642,0205051R0AAADAD,Ramipril_Cap 10mg,3,7,42.0
2340,D82043,0205051R0AAAHAH,Ramipril_Liq Spec 10mg/5ml,1,150,60.0
2341,P92020,0205051R0AAANAN,Ramipril_Tab 10mg,1,56,112.0
2342,E81031,0205051R0BBAHAM,Tritace_Tab 5mg,2,28,56.0
2343,C84144,0205051S0BBABAB,Triapin_Tab 5mg/5mg M/R,1,56,56.0
2344,P92035,0205051Y0BBACAC,Coversyl Arginine_Tab 10mg,1,60,120.0
2345,M85123,0205052B0BBACAC,Olmetec_Tab 40mg,1,28,74.66666
2346,P92021,0205052C0AAACAC,Candesartan Cilexetil_Tab 8mg,19,28,532.0
2347,P92041,0205052C0BBADAD,Amias_Tab 16mg,1,28,56.0
2348,P92615,0206020A0AAACAC,Amlodipine_Liq Spec 5mg/5ml,1,150,30.0
2349,P92034,0206020C0AAARAR,Diltiazem HCl_Oral Soln 60mg/5ml,1,420,28.0
2350,P92019,0206020C0BFAHAV,Adizem-XL_Cap 180mg,3,56,168.0
2351,P92023,0206020C0BFAIAW,Adizem-XL_Cap 240mg,2,84,223.99999
2352,P92016,0206020C0BFAJAX,Adizem-XL_Cap 200mg,3,28,93.33333
2353,P92026,0206020C0BHAEAV,Dilzem XL 180_Cap 180mg,1,28,28.0
2354,P92633,0206020C0BHAFAW,Dilzem XL 240_Cap 240mg,1,56,74.66666
2355,Y02321,0206020C0BJABAU,Angitil SR 120_Cap 120mg,1,56,37.33333
2356,L81030,0206020C0BJACAV,Angitil SR 180_Cap 180mg,1,56,56.0
2357,P92014,0206020C0BMABAU,Zemtard 120 XL_Cap 120mg,1,56,37.33333
2358,P92026,0206020F0AAACAC,Felodipine_Tab 10mg M/R,1,84,168.0
2359,M85070,0206020F0BBAAAB,Plendil_Tab 5mg M/R,1,28,28.0
2360,J81061,0206020F0BKAAAB,Cardioplen XL_Tab 5mg,1,56,56.0
2361,P92024,0206020K0AAABAB,Lacidipine_Tab 4mg,2,28,56.0
2362,E81046,0206020Q0BBAAAA,Cardene_Cap 20mg,1,56,18.66666
2363,P92020,0206020R0AABFBF,Nifedipine_Cap 60mg M/R,1,28,56.0
2364,D83610,0206020R0AABKBK,Nifedipine_Liq Spec 2.5mg/5ml,1,300,4.99999
2365,J83646,0206020R0AABRBR,Nifedipine_Oral Susp 5mg/5ml,1,1200,39.99999
2366,E81036,0206020R0BRAAAR,Adipine MR 20_Tab 20mg,4,56,149.33333
2367,P92021,0206020T0AAAIAI,Verapamil HCl_Cap 120mg M/R,1,56,28.0
2368,J81034,0206020T0BHAAAH,Verapress MR 240_Tab 240mg,1,56,56.0
2369,L81024,0209000A0BLAAAK,Micropirin EC_Tab 75mg,1,56,28.0
2370,K84082,0209000L0BGAAAM,Attia_Cap 200mg M/R,1,60,30.0
2371,C84024,0212000AABBACAC,Crestor_Tab 40mg,1,28,112.0
2372,Y02520,0212000ABBHAAAA,Dualtis_Cap 1000mg,1,56,56.0
2373,A85020,0212000B0AAAHAH,Atorvastatin_Liq Spec 10mg/5ml,1,560,56.0
2374,P92607,0212000B0AAANAN,Atorvastatin_Tab 30mg,1,56,84.0
2375,P92021,0212000F0BBACAE,Questran Light_Sach 9g (4g Of Ingredient,1,56,18.66666
2376,P92616,0212000Y0BDACAD,Simvador_Tab 40mg,1,28,37.33333
2377,J81036,0212000Y0BDADAH,Simvador_Tab 80mg,1,56,149.33333
2378,P92016,0301011R0AABABA,Salbutamol_Tab 4mg,1,84,27.99999
2379,P92026,0301011R0AABGBG,Salbutamol_Oral Soln 2mg/5ml S/F,1,1200,39.99999
2380,G83002,0301011R0AACBCB,Salbutamol_Pdr For Inh 100mcg (200D)+Dev,1,1,50.0
2381,F81013,0301011R0BMAAAP,Airomir_Inha 100mcg (200 D),1,2,100.0
2382,P92012,0301011R0BMABBU,Airomir_Autohaler 100mcg (200 D) CFF,1,1,50.0
2383,P81704,0301011R0BXABCC,Salbulin Novolizer_Inh 100mcg (200D) Ref,1,1,50.0
2384,P81734,0301020I0AAACAC,Ipratrop Brom_Inh Soln 500mcg/2ml Ud,2,112,89.6
2385,Y04233,0301020I0BGABAC,Respontin_Nebules 500mcg/2ml Ud,1,40,16.0
2386,P92020,0301020Q0AAABAB,Tiotropium_Pdr For Inh Cap 18mcg,4,30,120.0
2387,P92021,0301030S0BKACAP,Uniphyllin Continus_Tab 300mg,1,28,21.0
2388,P92014,0301040R0AAABAB,Salbut/Ipratrop_NebSoln 2.5/.5mg Ud2.5ml,1,60,30.0
2389,P92033,0302000C0AABWBW,Beclomet Diprop_Inha 250mcg (200 D) CFF,1,1,125.0
2390,P92020,0302000K0BDABAM,Symbicort_Turbohaler 200mcg/6mcg (120 D),2,1,120.0
2391,P92023,0302000N0AAASAS,Fluticasone Prop_Pdr For Inh 100mcg(60D),1,2,60.0
2392,P92014,0302000N0AAAYAY,Fluticasone/Salmeterol_Inh 250/50mcg 60D,10,1,300.0
2393,P92019,0302000N0AABABA,Fluticasone Prop_Inha 125mcg (120 D) CFF,1,1,75.0
2394,P92016,0302000N0AABHBH,Fluticasone Prop_Inha 50mcg (120 D) CFF,1,2,60.0
2395,G83029,0302000R0AAABAB,Mometasone Fur_Pdr For Inh 200mcg (60 D),1,2,60.0
2396,P92019,0302000U0BBAAAA,Alvesco 80_Inh 80mcg (120 D) CFF,1,1,60.0
2397,Y00658,0304010AGBBACAB,Zaditen_Elix 1mg/5ml S/F,1,300,30.0
2398,P92016,0304010D0AAAEAE,Loratadine_Oral Lyophilisate Tab10mg S/F,1,10,10.0
2399,P92023,0304010G0BCAAAC,Piriton_Tab 4mg,2,60,39.99998
2400,P92642,0304010I0AAADAD,Cetirizine HCl_Cap 10mg,1,7,7.0
2401,L83100,0304010I0BEADAB,Benadryl_Allergy Child 6+ Soln1mg/1mlS/F,1,200,20.0
2402,M85078,0304010K0BBAAAB,Periactin_Tab 4mg,2,60,39.99999
2403,M85110,0401010B0AAAFAF,Chloral Hydrate_Oral Soln 143mg/5ml BP,1,300,8.58
2404,P92016,0401010Y0AAAAAA,Zolpidem Tart_Tab 5mg,2,28,28.0
2405,P92021,0401010Y0AAABAB,Zolpidem Tart_Tab 10mg,3,28,84.0
2406,L81020,0401010Y0BBABAB,Stilnoct_Tab 10mg,1,28,28.0
2407,N81030,0401020E0BBACAE,Librium_Cap 10mg,1,20,6.66666
2408,D81004,0401020K0AACBCB,Diazepam_Oral Soln 2.5mg/5ml,1,100,5.0
2409,L82045,040201030BBAGAK,Risperdal_Tab 500mcg,2,28,5.6
2410,C88072,040201060BBAAAA,Zyprexa_Tab 5mg,2,28,28.0
2411,P81058,0402010A0AAADAD,Amisulpride_Liq Spec 25mg/5ml,2,100,2.5
2412,P92626,0402010A0AAAHAH,Amisulpride_Oral Soln 100mg/ml S/F,1,60,15.0
2413,L81120,0402010ABAABBBB,Quetiapine_Oral Susp 12.5mg/5ml,1,100,0.83333
2414,L81008,0402010ABBBAKAY,Seroquel XL_Tab 400mg,1,120,159.99999
2415,C84094,0402010ABBCABAW,Sondate XL_Tab 200mg,1,28,18.66666
2416,D81029,0402010ABBFAAAV,Ebesque XL_Tab 50mg,2,90,29.99998
2417,M91010,0402010ABBGAAAV,Atrolak XL_Tab 50mg,2,60,19.99998
2418,F85004,0402010ABBKAEAY,Psyquet XL_Tab 400mg,2,30,79.99999
2419,G82052,0402010C0AAACAC,Clozapine_Tab 50mg,1,30,4.99999
2420,K84063,0402010C0AAAEAE,Clozapine_Oral Susp 250mg/5ml S/F,1,300,49.99999
2421,N81045,0402010C0BCACAC,Denzapine_Tab 50mg,1,56,9.33333
2422,Y02571,0402010J0AAAGAG,Haloperidol_Oral Soln 2mg/1ml S/F,2,40,20.0
2423,P85605,0402010K0AAAPAP,Levomeprom Mal_Liq Spec 6mg/5ml,1,100,0.4
2424,L81083,0402010T0BBACAC,Clopixol_Tab 25mg,1,100,83.33333
2425,A84008,0402020G0BCADAB,Psytixol_Inj 100mg/ml 1ml Amp,1,10,250.0
2426,F86692,0402020L0AAACAC,Fluphenazine Decan_Inj 25mg/ml 1ml Amp,1,10,250.0
2427,B87011,0402020L0BBACAD,Modecate_Inj 25mg/ml 2ml Amp,1,10,500.0
2428,P92014,0403010F0AAABAB,Clomipramine HCl_Cap 25mg,1,28,9.33333
2429,P92642,0403010F0AAACAC,Clomipramine HCl_Cap 50mg,1,84,56.0
2430,M85063,0403010J0AABKBK,Dosulepin HCl_Oral Soln 75mg/5ml,1,150,30.0
2431,G84001,0403010V0AAARAR,Nortriptyline_Tab 50mg,1,60,40.0
2432,P92020,0403010X0AAADAD,Trazodone HCl_Tab 150mg,1,14,14.0
2433,P92020,0403030P0AAABAB,Paroxetine HCl_Tab 30mg,2,30,90.0
2434,P92016,0403030X0AAACAC,Escitalopram_Tab 5mg,2,28,28.0
2435,P92031,0403030Z0BBAAAA,Cipramil_Oral Dps 40mg/ml S/F,2,15,60.0
2436,C87009,0403040T0AAAAAA,Nefazodone HCl_Tab 100mg,1,60,15.0
2437,D81018,0403040U0BBAAAA,Edronax_Tab 4mg,1,90,45.0
2438,P92023,0403040W0AAAMAM,Venlafaxine_Tab 37.5mg M/R,2,28,21.0
2439,K82032,0403040W0AAAPAP,Venlafaxine_Oral Susp 37.5mg/5ml,1,100,7.5
2440,K84004,0403040W0AAARAR,Venlafaxine_Oral Susp 75mg/5ml,1,300,45.0
2441,P92034,0403040W0BBAEAE,Efexor XL_Cap 150mg,1,56,84.0
2442,C84013,0403040W0BGACAT,Vensir XL_Cap 225mg,1,30,67.5
2443,M85159,0403040W0BLAAAD,Venaxx XL_Cap 75mg,1,56,42.0
2444,L81069,0403040W0BLABAE,Venaxx XL_Cap 150mg,1,112,168.0
2445,P92003,0403040W0BNADAM,Venlalic XL_Tab 37.5mg,2,30,22.5
2446,D82001,0403040W0BVAAAD,Depefex XL_Cap 75mg,13,7,68.25
2447,C83010,0403040W0CDAAAD,Venlasov XL_Cap 75mg,1,84,63.0
2448,P92021,0403040X0AAANAN,Mirtazapine_Tab 15mg,1,14,7.0
2449,D81619,0406000F0AABEBE,Cyclizine HCl_Oral Susp 50mg/5ml,2,100,20.0
2450,D81030,0406000S0AAAKAK,Ondansetron HCl_Orodisper Tab 4mg,1,56,14.0
2451,P92015,0407010B0AAA3A3,Aspirin_Tab E/C 300mg,3,56,16.8
2452,P92016,0407010F0BHADAD,Kapake_Cap 30mg/500mg,1,112,18.66666
2453,J81056,0407010F0BSAAAH,Zapain_Tab 30mg/500mg,8,7,9.33332
2454,G83049,0407010H0AABUBU,Paracet_Suppos 500mg,1,50,8.33333
2455,F81062,0407010H0AADLDL,Paracet_Tab 1g,1,28,9.33333
2456,F82621,0407010H0BEARDE,Calpol Six Plus_Susp 250mg/5mlSach5mlS/F,1,100,1.66666
2457,P92607,040702040AAAUAU,Tramadol HCl/Paracet_Tab 37.5mg/325mg,1,112,18.66666
2458,D81027,040702040BBAKAY,Zydol SR_Tab 50mg,1,180,45.0
2459,E81615,040702040BDABAG,Zamadol SR_Cap 50mg,1,180,45.0
2460,L82023,040702040BHAEAD,Mabron_Tab 150mg M/R (Teva),4,14,42.0
2461,C84013,040702040BKABAD,Tramulief SR_Tab 150mg,2,60,90.0
2462,L82012,040702040BPADAJ,Maxitram SR_Cap 200mg,1,60,60.0
2463,P92014,0407020A0AAAFAF,Fentanyl_Transdermal Patch 50mcg/hr,5,10,166.66665
2464,P92019,0407020A0BBALAH,Durogesic DTrans_T/Derm Patch 100mcg,1,14,46.66666
2465,C84001,0407020A0BQAEAH,Fencino_Transdermal Patch 100mcg/hr,2,5,33.33333
2466,C83626,0407020ADAAAAAA,Oxycodone HCl_Oral Soln 5mg/5ml S/F,1,500,8.33333
2467,Y02321,0407020ADAAACAC,Oxycodone HCl_Cap 5mg,1,56,4.66666
2468,Y03892,0407020ADAAAJAJ,Oxycodone HCl_Liq Spec 5mg/5ml,2,250,8.33332
2469,P92014,0407020ADBJACAE,Shortec_Cap 20mg,2,112,74.66666
2470,M85092,0407020ADBKABAF,Reltebon_Tab 10mg M/R,1,112,18.66666
2471,C84094,0407020ADBKADAH,Reltebon_Tab 40mg M/R,2,56,74.66666
2472,C84094,0407020ADBKAGAR,Reltebon_Tab 30mg M/R,1,42,21.0
2473,G82791,0407020ADBNABAH,Zomestine_Tab 40mg M/R,1,56,37.33333
2474,P92030,0407020B0BHACAJ,Butec_Transdermal Patch 20mcg/hr,2,4,24.0
2475,C84094,0407020B0BMACAJ,Sevodyne_Transdermal Patch 20mcg/hr,1,4,12.0
2476,P92011,0407020G0BBABAE,Dhc Continus_Tab 90mg,1,112,84.0
2477,L81049,0407020K0AAAAAA,Diamorph HCl_Inj 5mg Amp,3,5,2.49999
2478,L81008,0407020Q0AAAGAG,Morph Sulf_Tab 200mg M/R,4,14,112.0
2479,P92642,0407020Q0AAAKAK,Morph Sulf_Tab 10mg M/R,1,84,8.4
2480,D81025,0407020Q0AACVCV,Morph Sulf_Gran Sach 20mg M/R,1,60,12.0
2481,K84055,0407020Q0AADVDV,Morph Sulf_Cap 120mg M/R,2,56,134.4
2482,P92017,0407020Q0AAEGEG,Morph Sulf_Cap 30mg M/R,3,60,54.0
2483,B87023,0407020Q0BBAIDD,MST Continus_Susp Gran Sach 100mg,1,60,60.0
2484,E81057,0407020Q0BIACDU,MXL_Cap 90mg,1,30,27.0
2485,P92010,0407041R0AAAAAA,Rizatriptan_Tab 5mg,2,6,6.0
2486,P92023,0407041R0AAACAC,Rizatriptan_Oral Lyophilisate Tab 10mg,1,6,6.0
2487,P92026,0407041R0AAADAD,Rizatriptan_Orodisper Tab 10mg S/F,1,12,12.0
2488,P92016,0407041T0AAADAD,Sumatriptan_Inj 6mg/0.5ml Pfs + Dev,2,6,12.0
2489,P92017,0407041Z0AAABAB,Zolmitriptan_Orodisper Tab 2.5mg S/F,5,6,30.0
2490,P92017,0407042Q0AAACAC,Pizotifen Malate_Tab 1.5mg,1,56,560.0
2491,E81011,040801020BBACAC,Convulex_Cap E/C 500mg,1,224,93.33333
2492,P92023,040801050AAAAAA,Topiramate_Tab 50mg,1,180,22.5
2493,P92017,040801050AAAVAV,Topiramate_Cap 25mg,1,120,7.5
2494,P92017,040801050BBABAB,Topamax_Tab 100mg,1,60,15.0
